TransactionID,CustomerID,ProductID,QuantityPurchased,TransactionDate,Price
733,418,29,2,2023-01-31,51.74
734,115,24,4,2023-01-31,84.69
735,617,82,4,2023-01-31,72.65
736,903,63,1,2023-01-31,65.49
737,196,105,3,2023-01-31,16.09
738,826,57,2,2023-01-31,84.9
739,501,136,3,2023-01-31,73.53
740,626,62,1,2023-01-31,26.43
741,493,157,3,2023-01-31,14.43
742,75,17,4,2023-01-31,94.5
743,413,66,4,2023-01-31,10.05
744,376,6,2,2023-01-31,91.73
745,420,58,2,2023-02-01,61.64
746,729,69,2,2023-02-01,77.71
747,277,156,1,2023-02-01,89.84
748,761,62,2,2023-02-01,26.43
749,676,169,1,2023-02-01,53.88
750,394,197,4,2023-02-01,23.76
751,869,82,3,2023-02-01,72.65
752,457,169,4,2023-02-01,53.88
753,920,177,4,2023-02-01,39.0
754,192,177,4,2023-02-01,39.0
755,739,71,2,2023-02-01,53.74
756,689,131,2,2023-02-01,85.13
757,99,10,2,2023-02-01,57.39
758,548,98,3,2023-02-01,30.55
759,978,89,2,2023-02-01,72.22
760,999,35,1,2023-02-01,11.56
761,96,2,4,2023-02-01,81.6
762,664,124,3,2023-02-01,97.86
763,663,24,3,2023-02-01,84.69
764,190,74,3,2023-02-01,42.05
765,736,166,3,2023-02-01,26.81
766,37,22,3,2023-02-01,23.28
767,780,154,1,2023-02-01,45.85
768,369,171,4,2023-02-01,69.05
769,695,183,3,2023-02-02,32.66
770,525,39,4,2023-02-02,95.92
771,279,157,2,2023-02-02,14.43
772,217,20,3,2023-02-02,10.53
773,867,41,3,2023-02-02,27.03
774,873,182,4,2023-02-02,30.83
775,798,148,3,2023-02-02,67.98
776,273,108,3,2023-02-02,24.61
777,881,147,3,2023-02-02,53.98
778,62,84,1,2023-02-02,74.47
779,596,111,1,2023-02-02,85.44
780,880,66,3,2023-02-02,10.05
781,729,158,1,2023-02-02,22.27
782,342,53,2,2023-02-02,26.27
783,397,34,3,2023-02-02,49.48
784,699,150,2,2023-02-02,44.32
785,19,67,4,2023-02-02,64.75
786,177,134,2,2023-02-02,52.27
787,612,27,4,2023-02-02,65.77
788,396,10,3,2023-02-02,57.39
789,445,73,4,2023-02-02,68.55
790,233,96,4,2023-02-02,99.06
791,915,48,2,2023-02-02,27.7
792,76,70,2,2023-02-02,43.77
793,265,187,2,2023-02-03,84.34
794,455,100,3,2023-02-03,68.85
795,796,59,3,2023-02-03,51.94
796,718,2,2,2023-02-03,81.6
797,735,157,3,2023-02-03,14.43
798,384,196,3,2023-02-03,66.05
799,564,65,4,2023-02-03,17.19
800,851,83,4,2023-02-03,90.16
801,506,154,2,2023-02-03,45.85
802,367,10,3,2023-02-03,57.39
803,144,53,4,2023-02-03,26.27
804,885,79,1,2023-02-03,50.42
805,69,59,3,2023-02-03,51.94
806,99,150,1,2023-02-03,44.32
807,396,179,2,2023-02-03,85.91
808,25,48,3,2023-02-03,27.7
809,948,149,2,2023-02-03,92.64
810,891,123,2,2023-02-03,25.18
811,469,22,2,2023-02-03,23.28
812,484,100,2,2023-02-03,68.85
813,565,98,2,2023-02-03,30.55
814,151,158,3,2023-02-03,22.27
815,144,25,1,2023-02-03,90.34
816,569,28,3,2023-02-03,92.56
817,39,193,3,2023-02-04,82.2
818,109,113,3,2023-02-04,30.98
819,693,45,4,2023-02-04,34.44
820,42,68,4,2023-02-04,42.59
821,186,7,3,2023-02-04,58.2
822,935,49,1,2023-02-04,78.21
823,398,137,3,2023-02-04,45.43
824,223,164,2,2023-02-04,10.36
825,634,83,4,2023-02-04,90.16
826,133,129,4,2023-02-04,72.93
827,163,138,3,2023-02-04,34.54
828,215,164,3,2023-02-04,10.36
829,733,73,1,2023-02-04,68.55
830,235,46,1,2023-02-04,12.99
831,843,106,2,2023-02-04,99.41
832,658,160,3,2023-02-04,85.88
833,751,32,3,2023-02-04,43.82
834,588,6,3,2023-02-04,91.73
835,9,176,4,2023-02-04,90.0
836,74,166,2,2023-02-04,26.81
837,954,145,1,2023-02-04,66.0
838,492,74,4,2023-02-04,42.05
839,913,114,4,2023-02-04,78.16
840,253,27,4,2023-02-04,65.77
841,230,54,4,2023-02-05,82.01
842,519,178,2,2023-02-05,11.21
843,174,163,3,2023-02-05,50.61
844,653,85,1,2023-02-05,99.81
845,168,127,1,2023-02-05,94.35
846,170,153,4,2023-02-05,93.43
847,393,156,4,2023-02-05,89.84
848,946,111,2,2023-02-05,85.44
849,795,15,4,2023-02-05,46.59
850,634,132,1,2023-02-05,12.98
851,194,93,1,2023-02-05,29.67
852,517,123,3,2023-02-05,25.18
853,29,73,3,2023-02-05,68.55
854,165,155,1,2023-02-05,38.72
855,422,154,1,2023-02-05,45.85
856,339,147,2,2023-02-05,53.98
857,648,92,2,2023-02-05,91.03
858,496,17,1,2023-02-05,94.5
859,365,43,4,2023-02-05,33.47
860,833,121,3,2023-02-05,59.81
861,342,41,1,2023-02-05,27.03
862,500,170,4,2023-02-05,13.65
863,657,178,1,2023-02-05,11.21
864,511,168,3,2023-02-05,71.14
865,327,39,3,2023-02-06,95.92
866,217,113,2,2023-02-06,30.98
867,301,151,2,2023-02-06,78.87
868,132,111,2,2023-02-06,85.44
869,804,180,2,2023-02-06,94.76
870,70,47,3,2023-02-06,56.53
871,252,63,4,2023-02-06,65.49
872,415,110,4,2023-02-06,25.42
873,787,69,4,2023-02-06,77.71
874,445,43,1,2023-02-06,33.47
875,876,176,2,2023-02-06,90.0
876,182,34,2,2023-02-06,49.48
877,167,40,3,2023-02-06,24.03
878,91,61,3,2023-02-06,36.82
879,714,178,1,2023-02-06,11.21
880,858,195,1,2023-02-06,71.6
881,531,62,4,2023-02-06,26.43
882,39,58,3,2023-02-06,61.64
883,126,161,2,2023-02-06,10.95
884,451,75,4,2023-02-06,96.74
885,173,16,2,2023-02-06,87.93
886,653,82,4,2023-02-06,72.65
887,754,94,2,2023-02-06,66.29
888,220,48,1,2023-02-06,27.7
889,638,138,4,2023-02-07,34.54
890,58,82,2,2023-02-07,72.65
891,660,38,2,2023-02-07,52.63
892,476,127,3,2023-02-07,94.35
893,456,19,4,2023-02-07,96.33
894,829,164,2,2023-02-07,10.36
895,895,187,3,2023-02-07,84.34
896,361,63,2,2023-02-07,65.49
897,935,77,4,2023-02-07,86.32
898,1,174,1,2023-02-07,84.7
899,387,131,4,2023-02-07,85.13
900,973,102,4,2023-02-07,64.32
901,348,65,2,2023-02-07,17.19
902,190,120,2,2023-02-07,30.43
903,505,91,4,2023-02-07,80.7
904,191,8,3,2023-02-07,87.2
905,508,179,3,2023-02-07,85.91
906,369,73,3,2023-02-07,68.55
907,409,134,2,2023-02-07,52.27
908,824,107,2,2023-02-07,72.89
909,929,89,4,2023-02-07,72.22
910,934,39,1,2023-02-07,95.92
911,117,113,2,2023-02-07,30.98
912,134,188,4,2023-02-07,36.22
913,58,28,4,2023-02-08,92.56
914,556,97,1,2023-02-08,53.09
915,685,182,3,2023-02-08,30.83
916,672,37,4,2023-02-08,58.92
917,173,137,4,2023-02-08,45.43
918,829,82,4,2023-02-08,72.65
919,815,56,3,2023-02-08,70.21
920,149,187,3,2023-02-08,84.34
921,80,85,1,2023-02-08,99.81
922,886,2,2,2023-02-08,81.6
923,213,189,3,2023-02-08,82.77
924,203,58,2,2023-02-08,61.64
925,764,107,2,2023-02-08,72.89
926,229,123,3,2023-02-08,25.18
927,676,188,4,2023-02-08,36.22
928,227,168,1,2023-02-08,71.14
929,659,164,2,2023-02-08,10.36
930,532,114,4,2023-02-08,78.16
931,441,107,3,2023-02-08,72.89
932,402,37,2,2023-02-08,58.92
933,47,79,2,2023-02-08,50.42
934,233,92,2,2023-02-08,91.03
935,305,18,4,2023-02-08,99.35
936,526,98,4,2023-02-08,30.55
937,143,63,4,2023-02-09,65.49
938,415,150,2,2023-02-09,44.32
939,513,139,2,2023-02-09,10.3
940,373,186,1,2023-02-09,23.46
941,566,185,1,2023-02-09,90.8
942,886,4,4,2023-02-09,22.06
943,259,135,4,2023-02-09,16.89
944,656,61,3,2023-02-09,36.82
945,471,107,4,2023-02-09,72.89
946,953,54,1,2023-02-09,82.01
947,971,88,1,2023-02-09,72.79
948,12,68,1,2023-02-09,42.59
949,330,129,2,2023-02-09,72.93
950,736,55,2,2023-02-09,67.76
951,784,3,4,2023-02-09,78.72
952,968,166,3,2023-02-09,26.81
953,358,121,3,2023-02-09,59.81
954,972,129,3,2023-02-09,72.93
955,408,102,2,2023-02-09,64.32
956,668,38,1,2023-02-09,52.63
957,373,85,1,2023-02-09,99.81
958,8,157,2,2023-02-09,14.43
959,122,133,3,2023-02-09,34.15
960,348,92,3,2023-02-09,91.03
961,676,21,4,2023-02-10,14.29
962,90,199,4,2023-02-10,27.62
963,648,195,3,2023-02-10,71.6
964,698,109,2,2023-02-10,11.12
965,316,47,3,2023-02-10,56.53
966,178,84,4,2023-02-10,74.47
967,540,83,3,2023-02-10,90.16
968,732,35,2,2023-02-10,11.56
969,869,196,1,2023-02-10,66.05
970,41,69,2,2023-02-10,77.71
971,740,129,2,2023-02-10,72.93
972,704,196,4,2023-02-10,66.05
973,923,140,2,2023-02-10,74.78
974,502,188,2,2023-02-10,36.22
975,959,27,4,2023-02-10,65.77
976,145,56,4,2023-02-10,70.21
977,201,23,1,2023-02-10,41.4
978,929,153,3,2023-02-10,93.43
979,724,21,2,2023-02-10,14.29
980,461,61,4,2023-02-10,36.82
981,732,63,1,2023-02-10,65.49
982,752,122,3,2023-02-10,67.99
983,925,52,4,2023-02-10,80.47
984,909,88,3,2023-02-10,72.79
985,558,153,3,2023-02-11,93.43
986,547,55,2,2023-02-11,67.76
987,253,46,2,2023-02-11,12.99
988,390,32,4,2023-02-11,43.82
989,594,55,3,2023-02-11,67.76
990,883,96,4,2023-02-11,99.06
991,256,133,4,2023-02-11,34.15
992,709,36,3,2023-02-11,99.46
993,815,110,4,2023-02-11,25.42
994,921,177,3,2023-02-11,39.0
995,450,106,3,2023-02-11,99.41
996,10,58,3,2023-02-11,61.64
997,824,39,3,2023-02-11,95.92
998,798,80,1,2023-02-11,58.28
999,242,97,3,2023-02-11,53.09
1000,251,113,2,2023-02-11,30.98
1001,877,61,2,2023-02-11,36.82
1002,5,137,2,2023-02-11,45.43
1003,119,6,3,2023-02-11,91.73
1004,801,109,2,2023-02-11,11.12
1005,374,35,1,2023-02-11,11.56
1006,65,39,4,2023-02-11,95.92
1007,146,150,3,2023-02-11,44.32
1008,224,169,2,2023-02-11,53.88
1009,239,118,1,2023-02-12,14.55
1010,177,5,4,2023-02-12,17.97
1011,779,170,1,2023-02-12,13.65
1012,853,87,2,2023-02-12,84.97
1013,282,76,1,2023-02-12,94.25
1014,63,195,4,2023-02-12,71.6
1015,217,158,2,2023-02-12,22.27
1016,854,57,4,2023-02-12,84.9
1017,827,127,1,2023-02-12,94.35
1018,795,29,3,2023-02-12,51.74
1019,689,165,3,2023-02-12,46.15
1020,461,87,3,2023-02-12,84.97
1021,929,141,3,2023-02-12,85.04
1022,610,160,4,2023-02-12,85.88
1023,105,46,3,2023-02-12,12.99
1024,99,116,4,2023-02-12,80.45
1025,511,112,2,2023-02-12,11.95
1026,385,151,3,2023-02-12,78.87
1027,405,45,4,2023-02-12,34.44
1028,823,145,3,2023-02-12,66.0
1029,518,104,3,2023-02-12,86.53
1030,476,85,3,2023-02-12,99.81
1031,977,194,4,2023-02-12,57.65
1032,709,134,1,2023-02-12,52.27
1033,863,108,3,2023-02-13,24.61
1034,645,18,3,2023-02-13,99.35
1035,870,94,2,2023-02-13,66.29
1036,771,150,1,2023-02-13,44.32
1037,437,33,4,2023-02-13,61.99
1038,23,158,2,2023-02-13,22.27
1039,997,126,3,2023-02-13,15.19
1040,565,160,2,2023-02-13,85.88
1041,677,170,2,2023-02-13,13.65
1042,714,122,3,2023-02-13,67.99
1043,458,138,1,2023-02-13,34.54
1044,83,115,1,2023-02-13,62.75
1045,145,164,2,2023-02-13,10.36
1046,85,162,3,2023-02-13,87.55
1047,78,28,4,2023-02-13,92.56
1048,457,11,2,2023-02-13,58.55
1049,878,167,4,2023-02-13,66.2
1050,1,47,2,2023-02-13,56.53
1051,51,127,2,2023-02-13,94.35
1052,685,147,3,2023-02-13,53.98
1053,717,118,3,2023-02-13,14.55
1054,772,143,4,2023-02-13,60.78
1055,446,126,4,2023-02-13,15.19
1056,449,156,1,2023-02-13,89.84
1057,881,152,3,2023-02-14,63.79
1058,488,72,2,2023-02-14,46.64
1059,800,107,2,2023-02-14,72.89
1060,34,137,1,2023-02-14,45.43
1061,348,175,3,2023-02-14,28.05
1062,95,33,2,2023-02-14,61.99
1063,72,190,1,2023-02-14,92.82
1064,551,19,1,2023-02-14,96.33
1065,154,195,2,2023-02-14,71.6
1066,250,74,2,2023-02-14,42.05
1067,674,168,4,2023-02-14,71.14
1068,438,175,3,2023-02-14,28.05
1069,118,193,4,2023-02-14,82.2
1070,771,157,1,2023-02-14,14.43
1071,891,178,2,2023-02-14,11.21
1072,306,98,4,2023-02-14,30.55
1073,268,141,1,2023-02-14,85.04
1074,961,129,3,2023-02-14,72.93
1075,54,162,2,2023-02-14,87.55
1076,236,93,4,2023-02-14,29.67
1077,389,176,3,2023-02-14,90.0
1078,990,48,4,2023-02-14,27.7
1079,734,177,1,2023-02-14,39.0
1080,763,64,3,2023-02-14,31.05
1081,825,61,4,2023-02-15,36.82
1082,401,157,3,2023-02-15,14.43
1083,624,39,1,2023-02-15,95.92
1084,767,128,3,2023-02-15,62.76
1085,303,88,4,2023-02-15,72.79
1086,919,26,1,2023-02-15,26.82
1087,207,17,2,2023-02-15,94.5
1088,229,71,4,2023-02-15,53.74
1089,853,13,4,2023-02-15,18.78
1090,910,69,1,2023-02-15,77.71
1091,578,26,1,2023-02-15,26.82
1092,75,49,2,2023-02-15,78.21
1093,435,195,4,2023-02-15,71.6
1094,103,7,1,2023-02-15,58.2
1095,422,58,2,2023-02-15,61.64
1096,704,49,2,2023-02-15,78.21
1097,764,103,1,2023-02-15,93.81
1098,738,53,4,2023-02-15,26.27
1099,806,193,3,2023-02-15,82.2
1100,306,62,3,2023-02-15,26.43
1101,98,17,2,2023-02-15,94.5
1102,850,171,3,2023-02-15,69.05
1103,798,25,3,2023-02-15,90.34
1104,335,131,1,2023-02-15,85.13
1105,859,29,2,2023-02-16,51.74
1106,435,117,4,2023-02-16,77.15
1107,447,160,2,2023-02-16,85.88
1108,994,26,1,2023-02-16,26.82
1109,308,124,3,2023-02-16,97.86
1110,249,144,4,2023-02-16,30.49
1111,166,25,2,2023-02-16,90.34
1112,481,54,3,2023-02-16,82.01
1113,984,156,2,2023-02-16,89.84
1114,335,73,4,2023-02-16,68.55
1115,542,120,2,2023-02-16,30.43
1116,759,56,2,2023-02-16,70.21
1117,106,65,2,2023-02-16,17.19
1118,563,93,3,2023-02-16,29.67
1119,81,86,4,2023-02-16,41.37
1120,133,80,4,2023-02-16,58.28
1121,797,169,3,2023-02-16,53.88
1122,900,108,3,2023-02-16,24.61
1123,138,179,3,2023-02-16,85.91
1124,184,118,1,2023-02-16,14.55
1125,401,199,2,2023-02-16,27.62
1126,330,157,2,2023-02-16,14.43
1127,785,83,4,2023-02-16,90.16
1128,508,147,2,2023-02-16,53.98
1129,852,194,1,2023-02-17,57.65
1130,984,169,3,2023-02-17,53.88
1131,69,173,4,2023-02-17,74.83
1132,546,15,4,2023-02-17,46.59
1133,774,131,2,2023-02-17,85.13
1134,53,139,4,2023-02-17,10.3
1135,450,181,3,2023-02-17,69.0
1136,205,174,4,2023-02-17,84.7
1137,126,30,3,2023-02-17,19.32
1138,747,57,1,2023-02-17,84.9
1139,43,146,1,2023-02-17,11.09
1140,752,179,3,2023-02-17,85.91
1141,971,128,2,2023-02-17,62.76
1142,883,48,4,2023-02-17,27.7
1143,111,194,2,2023-02-17,57.65
1144,761,136,4,2023-02-17,73.53
1145,663,22,1,2023-02-17,23.28
1146,183,6,1,2023-02-17,91.73
1147,848,185,1,2023-02-17,90.8
1148,95,104,4,2023-02-17,86.53
1149,971,36,1,2023-02-17,99.46
1150,374,79,1,2023-02-17,50.42
1151,912,116,1,2023-02-17,80.45
1152,520,57,1,2023-02-17,84.9
1153,900,49,2,2023-02-18,78.21
1154,360,173,1,2023-02-18,74.83
1155,900,82,1,2023-02-18,72.65
1156,696,66,2,2023-02-18,10.05
1157,281,77,2,2023-02-18,86.32
1158,195,45,4,2023-02-18,34.44
1159,864,79,3,2023-02-18,50.42
1160,195,20,1,2023-02-18,10.53
1161,667,192,1,2023-02-18,42.85
1162,93,123,1,2023-02-18,25.18
1163,672,67,4,2023-02-18,64.75
1164,946,83,1,2023-02-18,90.16
1165,61,3,3,2023-02-18,78.72
1166,634,182,2,2023-02-18,30.83
1167,51,64,4,2023-02-18,31.05
1168,403,40,2,2023-02-18,24.03
1169,789,59,1,2023-02-18,51.94
1170,5,183,1,2023-02-18,32.66
1171,466,62,1,2023-02-18,26.43
1172,604,132,3,2023-02-18,12.98
1173,682,60,3,2023-02-18,67.3
1174,829,116,4,2023-02-18,80.45
1175,534,75,2,2023-02-18,96.74
1176,405,122,1,2023-02-18,67.99
1177,838,107,1,2023-02-19,72.89
1178,513,96,1,2023-02-19,99.06
1179,645,91,1,2023-02-19,80.7
1180,233,158,3,2023-02-19,22.27
1181,524,130,2,2023-02-19,57.27
1182,346,62,2,2023-02-19,26.43
1183,46,49,4,2023-02-19,78.21
1184,546,137,3,2023-02-19,45.43
1185,945,92,1,2023-02-19,91.03
1186,78,159,2,2023-02-19,17.42
1187,730,124,2,2023-02-19,97.86
1188,813,61,3,2023-02-19,36.82
1189,923,48,4,2023-02-19,27.7
1190,73,153,4,2023-02-19,93.43
1191,794,164,1,2023-02-19,10.36
1192,249,136,4,2023-02-19,73.53
1193,47,58,2,2023-02-19,61.64
1194,121,101,4,2023-02-19,16.85
1195,214,112,1,2023-02-19,11.95
1196,239,173,2,2023-02-19,74.83
1197,56,62,4,2023-02-19,26.43
1198,350,39,4,2023-02-19,95.92
1199,107,58,3,2023-02-19,61.64
1200,831,99,1,2023-02-19,44.37
1201,48,192,4,2023-02-20,42.85
1202,573,44,3,2023-02-20,81.93
1203,337,29,2,2023-02-20,51.74
1204,26,59,3,2023-02-20,51.94
1205,804,71,3,2023-02-20,53.74
1206,257,92,4,2023-02-20,91.03
1207,8,9,4,2023-02-20,15.23
1208,625,127,4,2023-02-20,94.35
1209,867,134,3,2023-02-20,52.27
1210,253,157,2,2023-02-20,14.43
1211,692,186,1,2023-02-20,23.46
1212,719,145,3,2023-02-20,66.0
1213,303,144,4,2023-02-20,30.49
1214,639,131,1,2023-02-20,85.13
1215,56,21,2,2023-02-20,14.29
1216,726,64,1,2023-02-20,31.05
1217,526,90,4,2023-02-20,39.33
1218,474,36,3,2023-02-20,99.46
1219,28,62,3,2023-02-20,26.43
1220,983,170,4,2023-02-20,13.65
1221,78,76,3,2023-02-20,94.25
1222,216,170,4,2023-02-20,13.65
1223,386,189,3,2023-02-20,82.77
1224,365,13,3,2023-02-20,18.78
1225,666,11,3,2023-02-21,58.55
1226,526,54,2,2023-02-21,82.01
1227,699,16,2,2023-02-21,87.93
1228,312,8,4,2023-02-21,87.2
1229,883,104,2,2023-02-21,86.53
1230,7,59,4,2023-02-21,51.94
1231,3,57,1,2023-02-21,84.9
1232,623,40,1,2023-02-21,24.03
1233,919,187,2,2023-02-21,84.34
1234,750,130,1,2023-02-21,57.27
1235,363,94,1,2023-02-21,66.29
1236,751,138,3,2023-02-21,34.54
1237,508,44,3,2023-02-21,81.93
1238,274,139,4,2023-02-21,10.3
1239,506,80,1,2023-02-21,58.28
1240,806,81,4,2023-02-21,76.79
1241,739,2,4,2023-02-21,81.6
1242,883,178,1,2023-02-21,11.21
1243,15,140,2,2023-02-21,74.78
1244,192,115,1,2023-02-21,62.75
1245,985,90,3,2023-02-21,39.33
1246,631,23,1,2023-02-21,41.4
1247,485,146,2,2023-02-21,11.09
1248,28,62,4,2023-02-21,26.43
1249,714,113,4,2023-02-22,30.98
1250,39,128,3,2023-02-22,62.76
1251,953,62,3,2023-02-22,26.43
1252,273,38,3,2023-02-22,52.63
1253,231,195,4,2023-02-22,71.6
1254,86,166,3,2023-02-22,26.81
1255,474,195,1,2023-02-22,71.6
1256,126,61,4,2023-02-22,36.82
1257,812,129,2,2023-02-22,72.93
1258,537,173,4,2023-02-22,74.83
1259,145,156,1,2023-02-22,89.84
1260,525,149,1,2023-02-22,92.64
1261,212,122,3,2023-02-22,67.99
1262,25,110,4,2023-02-22,25.42
1263,580,13,4,2023-02-22,18.78
1264,394,155,4,2023-02-22,38.72
1265,67,100,2,2023-02-22,68.85
1266,233,135,3,2023-02-22,16.89
1267,109,22,1,2023-02-22,23.28
1268,146,74,1,2023-02-22,42.05
1269,111,181,3,2023-02-22,69.0
1270,228,132,1,2023-02-22,12.98
1271,111,23,1,2023-02-22,41.4
1272,470,119,3,2023-02-22,90.33
1273,34,70,1,2023-02-23,43.77
1274,623,84,4,2023-02-23,74.47
1275,776,101,2,2023-02-23,16.85
1276,936,84,3,2023-02-23,74.47
1277,369,161,2,2023-02-23,10.95
1278,748,28,1,2023-02-23,92.56
1279,595,136,1,2023-02-23,73.53
1280,554,1,4,2023-02-23,46.11
1281,425,165,3,2023-02-23,46.15
1282,613,63,1,2023-02-23,65.49
1283,518,22,3,2023-02-23,23.28
1284,692,70,3,2023-02-23,43.77
1285,282,125,3,2023-02-23,53.93
1286,320,149,3,2023-02-23,92.64
1287,738,96,3,2023-02-23,99.06
1288,443,163,2,2023-02-23,50.61
1289,952,79,4,2023-02-23,50.42
1290,315,5,3,2023-02-23,17.97
1291,877,60,2,2023-02-23,67.3
1292,966,120,1,2023-02-23,30.43
1293,741,46,3,2023-02-23,12.99
1294,377,178,1,2023-02-23,11.21
1295,289,176,3,2023-02-23,90.0
1296,437,134,2,2023-02-23,52.27
1297,662,56,2,2023-02-24,70.21
1298,277,110,2,2023-02-24,25.42
1299,710,187,4,2023-02-24,84.34
1300,582,157,1,2023-02-24,14.43
1301,503,199,4,2023-02-24,27.62
1302,624,104,3,2023-02-24,86.53
1303,516,77,1,2023-02-24,86.32
1304,350,146,2,2023-02-24,11.09
1305,843,2,1,2023-02-24,81.6
1306,446,8,2,2023-02-24,87.2
1307,830,75,4,2023-02-24,96.74
1308,350,182,4,2023-02-24,30.83
1309,607,125,2,2023-02-24,53.93
1310,664,38,2,2023-02-24,52.63
1311,823,176,3,2023-02-24,90.0
1312,137,27,4,2023-02-24,65.77
1313,759,20,4,2023-02-24,10.53
1314,899,140,3,2023-02-24,74.78
1315,243,43,4,2023-02-24,33.47
1316,543,189,2,2023-02-24,82.77
1317,40,31,1,2023-02-24,51.2
1318,229,91,1,2023-02-24,80.7
1319,548,61,4,2023-02-24,36.82
1320,920,195,3,2023-02-24,71.6
1321,223,109,2,2023-02-25,11.12
1322,6,91,1,2023-02-25,80.7
1323,322,163,2,2023-02-25,50.61
1324,468,95,4,2023-02-25,45.29
1325,732,143,4,2023-02-25,60.78
1326,75,144,1,2023-02-25,30.49
1327,4,13,4,2023-02-25,18.78
1328,847,113,3,2023-02-25,30.98
1329,646,35,4,2023-02-25,11.56
1330,118,187,4,2023-02-25,84.34
1331,881,149,4,2023-02-25,92.64
1332,606,182,2,2023-02-25,30.83
1333,504,158,2,2023-02-25,22.27
1334,998,48,1,2023-02-25,27.7
1335,947,35,1,2023-02-25,11.56
1336,574,86,1,2023-02-25,41.37
1337,441,166,4,2023-02-25,26.81
1338,194,159,2,2023-02-25,17.42
1339,847,152,3,2023-02-25,63.79
1340,715,114,4,2023-02-25,78.16
1341,392,177,4,2023-02-25,39.0
1342,26,100,4,2023-02-25,68.85
1343,435,160,3,2023-02-25,85.88
1344,173,183,1,2023-02-25,32.66
1345,300,186,3,2023-02-26,23.46
1346,645,99,1,2023-02-26,44.37
1347,326,3,3,2023-02-26,78.72
1348,410,197,2,2023-02-26,23.76
1349,118,85,4,2023-02-26,99.81
1350,836,125,4,2023-02-26,53.93
1351,787,138,4,2023-02-26,34.54
1352,724,83,1,2023-02-26,90.16
1353,225,25,3,2023-02-26,90.34
1354,532,68,2,2023-02-26,42.59
1355,113,61,3,2023-02-26,36.82
1356,140,29,4,2023-02-26,51.74
1357,559,127,2,2023-02-26,94.35
1358,1,19,2,2023-02-26,96.33
1359,90,171,4,2023-02-26,69.05
1360,654,194,3,2023-02-26,57.65
1361,320,74,4,2023-02-26,42.05
1362,550,61,3,2023-02-26,36.82
1363,805,171,2,2023-02-26,69.05
1364,894,153,2,2023-02-26,93.43
1365,139,20,4,2023-02-26,10.53
1366,511,48,2,2023-02-26,27.7
1367,868,87,1,2023-02-26,84.97
1368,845,152,2,2023-02-26,63.79
1369,259,139,1,2023-02-27,10.3
1370,673,110,2,2023-02-27,25.42
1371,902,183,4,2023-02-27,32.66
1372,690,28,4,2023-02-27,92.56
1373,10,197,1,2023-02-27,23.76
1374,261,191,4,2023-02-27,48.47
1375,919,59,2,2023-02-27,51.94
1376,650,133,2,2023-02-27,34.15
1377,172,51,4,2023-02-27,9312.0
1378,898,149,2,2023-02-27,92.64
1379,13,12,3,2023-02-27,87.46
1380,168,50,3,2023-02-27,67.71
1381,642,132,2,2023-02-27,12.98
1382,596,113,4,2023-02-27,30.98
1383,321,170,1,2023-02-27,13.65
1384,319,166,4,2023-02-27,26.81
1385,613,153,1,2023-02-27,93.43
1386,329,14,4,2023-02-27,31.64
1387,785,32,2,2023-02-27,43.82
1388,777,139,3,2023-02-27,10.3
1389,971,189,4,2023-02-27,82.77
1390,911,146,1,2023-02-27,11.09
1391,920,155,3,2023-02-27,38.72
1392,550,55,1,2023-02-27,67.76
1393,419,182,2,2023-02-28,30.83
1394,606,120,3,2023-02-28,30.43
1395,95,75,1,2023-02-28,96.74
1396,817,21,4,2023-02-28,14.29
1397,581,172,2,2023-02-28,85.78
1398,318,133,2,2023-02-28,34.15
1399,956,87,2,2023-02-28,84.97
1400,236,169,4,2023-02-28,53.88
1401,946,59,4,2023-02-28,51.94
1402,334,89,3,2023-02-28,72.22
1403,885,182,4,2023-02-28,30.83
1404,376,150,3,2023-02-28,44.32
1405,459,83,2,2023-02-28,90.16
1406,137,65,3,2023-02-28,17.19
1407,930,64,1,2023-02-28,31.05
1408,588,71,2,2023-02-28,53.74
1409,995,4,2,2023-02-28,22.06
1410,547,193,3,2023-02-28,82.2
1411,513,143,2,2023-02-28,60.78
1412,296,104,4,2023-02-28,86.53
1413,320,150,1,2023-02-28,44.32
1414,918,175,3,2023-02-28,28.05
1415,572,93,3,2023-02-28,29.67
1416,832,174,2,2023-02-28,84.7
1417,349,142,4,2023-03-01,45.55
1418,840,178,2,2023-03-01,11.21
1419,779,148,2,2023-03-01,67.98
1420,873,178,3,2023-03-01,11.21
1421,229,112,2,2023-03-01,11.95
1422,270,161,1,2023-03-01,10.95
1423,828,119,2,2023-03-01,90.33
1424,798,59,2,2023-03-01,51.94
1425,291,43,3,2023-03-01,33.47
1426,725,12,2,2023-03-01,87.46
1427,165,40,4,2023-03-01,24.03
1428,5,118,3,2023-03-01,14.55
1429,851,20,2,2023-03-01,10.53
1430,379,166,1,2023-03-01,26.81
1431,78,131,1,2023-03-01,85.13
1432,410,156,3,2023-03-01,89.84
1433,574,184,3,2023-03-01,51.99
1434,132,90,2,2023-03-01,39.33
1435,601,94,4,2023-03-01,66.29
1436,749,13,2,2023-03-01,18.78
1437,42,66,1,2023-03-01,10.05
1438,89,37,4,2023-03-01,58.92
1439,402,177,4,2023-03-01,39.0
1440,296,66,4,2023-03-01,10.05
1441,840,36,2,2023-03-02,99.46
1442,295,182,1,2023-03-02,30.83
1443,616,26,3,2023-03-02,26.82
